id,l_id,Building,Address,Apt,AptSize,Bathrooms,MaxOccupants,Sqft,NumberConnect,5/27/11,6/27/11,8/2/11,8/30/11,9/29/11,10/27/11,11/28/11,1/26/12,3/6/12,4/3/12,4/16/12,5/1/12,5/8/12,5/22/12,6/5/12,6/19/12,7/3/12,7/17/12,7/31/12,8/14/12,8/28/12,9/11/12,9/25/12,10/11/12,10/25/12,11/15/12,12/6/12,2/21/13,3/14/13,4/4/13,4/18/13,5/2/13,5/16/13,5/30/13,6/13/13,7/1/13,7/15/13,7/29/13,8/12/13,8/26/13,9/16/13,9/27/13,10/11/13,10/25/13,11/8/13,11/22/13,12/6/13
3100101,,Sawtelle,3100,101,3,2,6,,2,75951,"76,206","76,528",76818,77089,77337,77585,78242,78621,78897,79012,79161,79221,79323,79456,79567,79726,79848,79990,80104,80297,80482,80649,80826,80968,81162,81345,82295,82502,82665,82783,82884,82907,83109,83213,83323,83424,83561,83677,83821,84087,84190,84338,84483,,84733,84890
3100102,,Sawtelle,3100,102,2,2,4,,2,66261,"66,818","67,426",67744,68069,68464,69004,69961,70211,70403,70519,70628,70673,70745,70852,70943,71038,71129,71216,71347,71484,71580,71736,71841,71933,72068,72196,72721,72823,72923,73004,73078,73157,73248,73336,73426,73533,73633,73675,73703,73738,73793,73953,74146,,74679,74977
3100103,132,Sawtelle,3100,103,2,2,4,,2,50012,"50,210","50,487",50714,50919,51137,51404,51890,52150,52359,52459,52566,52619,52739,52832,52932,53023,53137,53233,53347,53461,53585,53711,53818,53906,54043,54178,54716,54855,54987,55096,55203,55209,55415,55510,55640,55740,55828,55910,55997,56154,56221,56307,56386,,56561,56651
3100201,,Sawtelle,3100,201,3,2,6,,2,80706,"80,914","81,137",81357,81566,81736,81992,82528,82837,83081,83198,83304,83356,83463,83571,83681,83797,83911,84013,84144,84243,84354,84459,84571,84666,84829,85015,85753,85939,86084,86186,86284,86385,86478,86576,86686,86784,86879,86979,87082,87285,87372,87480,87597,,87828,87964
3100202,,Sawtelle,3100,202,2,1,4,,2,49524,"49,866","50,386",50712,51075,51354,51675,52321,52667,52902,53009,53149,53206,53340,53545,53770,53958,54168,54234,54271,54358,54492,54622,54746,54969,55215,55301,56255,56502,56710,56842,56959,57058,57173,57301,57474,57584,57688,57811,57961,58242,58351,58528,58662,,59959,59121
3100203,,Sawtelle,3100,203,2,2,4,,2,52622,"52,762","52,884",52985,53108,53331,53591,54031,54168,54305,54368,54423,54452,54507,54567,54638,54695,54759,54811,54860,54910,54961,55018,55081,55133,55216,55300,55659,55764,55855,55918,55977,56018,56067,56119,56192,56255,56318,56378,56438,56530,56576,56639,56692,,56830,56900
3100204,,Sawtelle,3100,204,2,2,4,,2,70262,"70,739","71,405",71917,72388,72863,73408,74042,74247,74364,74427,74495,74527,74594,74667,74732,74800,74883,74917,74954,74992,75031,75106,75282,75423,75631,75826,76729,76897,77010,77042,77106,77165,77214,77286,77404,77502,77591,77669,77726,77807,77849,77898,77942,,78033,78081
3100205,,Sawtelle,3100,205,2,2,4,,2,52230,"52,531","52,742",52917,53063,53163,53240,53769,54231,54558,54693,54824,54893,55060,55254,55434,55598,55808,56005,56247,56488,56687,56876,57063,57196,57403,57616,58499,58703,58879,59006,59133,59285,59436,59601,59809,59996,60155,60319,60490,60760,60886,60978,61068,,61308,61447
3100206,100,Sawtelle,3100,206,2,1,4,,2,50470,"50,619","50,829",51024,51252,51466,51630,52014,52275,52471,52556,52655,52699,52802,52904,53095,53095,53202,53337,53510,53686,53887,54108,54253,54351,54505,54635,55171,55315,55446,55511,55580,55672,55744,55827,55943,56057,56153,56251,56354,56560,56643,56753,56831,,57975,57074
3100207,,Sawtelle,3100,207,2,1,4,,2,53412,"53,601","53,814",54145,54535,54860,55174,55811,56200,56451,56630,56812,56885,57024,57192,57332,57396,57443,57480,57697,57943,58184,58406,58622,58759,58964,59150,59943,60139,60336,60454,60598,60788,60965,61158,61416,61489,61734,61939,62128,62426,62541,63697,62816,,63062,63205
3100208,,Sawtelle,3100,208,2,2,4,,2,62597,"62,712","63,029",63252,63489,63707,63966,64473,64770,64970,65072,65170,65231,65331,65419,65524,65627,65749,65906,66052,66245,66456,66640,66788,66899,67074,67216,67791,67944,68101,68213,68298,68404,68492,68596,68705,68893,69015,69139,69271,69437,69529,69675,69772,,69968,70056
3100209,,Sawtelle,3100,209,2,1,4,,2,46222,"46,398","46,624",46822,46911,47026,47159,47376,47577,47730,47804,47872,47907,47979,48053,48150,48237,48299,48345,48439,48530,48639,48737,48789,48813,48868,48962,49475,49566,49679,49716,49751,49782,49817,49853,49904,49944,49981,50022,50056,50124,50152,50203,50242,,50328,50368
3100301,,Sawtelle,3100,301,3,2,6,,2,81321,"82,031","83,083",83946,84740,85373,85952,87086,87867,88357,88646,88938,89102,89446,89802,90103,90337,90383,90442,90527,90862,91252,91641,92002,92309,92686,92986,94193,94362,94884,95112,95401,95748,96088,96477,97051,97494,97927,98323,98785,99611,99936,90396,90639,,91284,91595
3100302,,Sawtelle,3100,302,2,1,4,,2,59831,"60,110","60,234",60351,60456,60557,60782,60902,61147,61261,61309,61373,61400,61483,61567,61650,61738,61819,61907,61982,62074,62174,62244,62354,62457,62582,62695,63257,63382,63503,63597,63656,63739,63818,63889,63971,64057,64139,64218,64385,64427,64485,64565,64631,,64784,64869
3100303,,Sawtelle,3100,303,2,2,4,,2,69173,"69,513","70,011",70292,70453,70685,71066,71990,72561,72940,73076,73218,73291,73431,73608,73780,73970,74157,74352,74583,74802,75033,75233,75421,75559,75797,76023,77285,77552,77760,77892,78002,78128,78245,78367,78568,78720,78888,78993,79137,79409,79503,79615,79733,,79986,80152
3100304,,Sawtelle,3100,304,2,2,4,,2,59418,"59,789","60,357",60827,61270,61687,62060,62797,63290,63637,63813,63970,64066,64240,64433,64623,64817,65002,65203,65478,65758,66058,66344,66600,66804,67114,67429,68585,68967,69309,69534,69753,70002,70231,70431,70579,70694,70710,70760,70830,71233,71411,71618,71800,,72213,72390
3100305,,Sawtelle,3100,305,2,2,4,,2,56959,"57,310","57,913",58288,58769,59097,59524,59781,60024,60192,60281,60381,60433,60543,60682,60802,60927,61080,61261,61499,61777,62059,62385,62616,62758,62911,63082,63730,63912,64083,64195,64278,64409,64504,64636,64890,65088,65275,65460,65776,66248,66380,66493,66579,,66752,66828
3100306,,Sawtelle,3100,306,2,2,4,,2,60247,"60,399","60,568",60726,60868,61002,61153,61414,61585,61698,61758,61828,61845,61904,61969,62028,62089,62159,62217,62282,62340,62404,62466,62542,62604,62686,62769,62995,63127,63279,63345,63386,63441,63494,63563,63630,63692,63745,63794,63849,63907,63949,64028,64082,,64119,64272
3100307,,Sawtelle,3100,307,2,1,4,,2,63387,"63,766","64,369",64843,65237,65508,65800,66519,66953,67221,67341,67495,67568,67689,67894,68061,68258,68456,68666,68888,69074,69309,69548,69750,69927,70106,70297,71217,71308,71583,71684,71821,72003,72168,72395,72676,72924,73126,73289,73505,73857,74028,74165,74283,,74517,74619
3100308,,Sawtelle,3100,308,2,2,4,,2,49203,"49,585","50,360",51030,51605,51996,52402,53282,53837,54216,54399,54570,54653,54909,55097,55242,55404,55564,55757,56042,56326,56623,56916,57203,57434,57727,58006,59238,59330,59705,59844,59979,60139,60294,60452,60730,61018,61246,61430,61662,62077,62191,62323,62418,,62517,62558
3100309,,Sawtelle,3100,309,2,1,4,,2,37606,"37,786","38,172",38424,38642,38828,39077,39655,39952,40195,40300,40393,40444,40540,40639,40748,40848,40947,41041,41076,41116,41156,41203,41344,41460,41619,41768,42288,42464,42556,42644,42725,42813,42889,42965,43083,43159,43235,43297,43377,43582,43653,43749,43836,,44995,44097
3110101,,Sawtelle,3110,101,2,1,4,790,2,60778,"60,918","61,212",61398,61581,61733,62010,62622,62948,63160,63298,63394,63448,63525,63579,63653,63726,63808,63905,63995,64131,64252,64383,64490,64583,64709,64866,65646,65821,65919,65989,66052,66120,66180,66229,66324,66413,66491,66543,66587,66691,66729,66785,66839,,66932,66981
3110102,,Sawtelle,3110,102,2,2,4,935,2,48523,"48,750","49,005",49202,49394,49573,49795,50148,50414,50619,50714,50809,50855,50954,51049,51138,51219,51310,51397,51484,51576,51672,51765,51867,51970,52119,52260,52707,52845,52991,53090,53187,53298,53394,53476,53594,53669,53741,53789,53988,54038,54187,54165,54244,,54393,54482
3110103,,Sawtelle,3110,103,2,1,4,790,2,45311,"45,657","46,062",46342,46449,46574,46759,47131,47430,47657,47769,47872,47915,48006,48099,48208,48304,48393,48513,48651,48792,48937,49057,49193,49294,49429,49574,50150,50306,50419,50491,50559,50635,50721,50813,50945,51065,51165,51260,51366,51568,51655,51761,51856,,52024,52106
3110104,,Sawtelle,3110,104,2,2,4,935,2,54816,"55,100","55,421",55683,55935,56189,56518,57158,57589,57868,58012,58120,58172,58276,58381,58492,58605,58718,58828,58931,59021,59118,59214,59333,59454,59641,59860,60670,60777,60798,60813,60828,60843,60859,60876,61047,61252,61533,61854,62190,62757,62995,63282,63525,,64037,64320
3110105,,Sawtelle,3110,105,2,2,4,890,2,56090,"56,321","56,723",57222,57703,58065,58332,58839,59147,59394,59545,59672,59746,59899,60059,60114,60152,60285,60446,60538,60748,60946,61084,61297,61475,61673,61891,62756,62999,63146,63287,63436,63579,63790,63883,63971,64129,64317,64471,64638,64962,65087,65261,65431,,65750,65920
3110106,,Sawtelle,3110,106,2,2,4,935,2,61712,"62,098","62,468",62922,63267,63561,63835,64378,64801,65092,65219,65327,65393,65518,65646,65788,65881,65960,66034,66233,66409,66626,66822,67057,67217,67429,67610,68245,68440,68617,68762,68889,69034,69177,69314,69432,69593,69737,69809,69883,70028,70084,70169,70237,,70362,70448
3110107,,Sawtelle,3110,107,2,2,4,890,2,51142,"51,383","51,700",51965,52223,52480,52752,53262,53594,53868,54004,54134,54185,54240,54360,54575,54585,54684,54787,54908,55039,55157,55191,55291,55387,55467,55484,55538,55619,55709,55756,55822,55893,55962,56023,56124,56209,56279,56342,56415,56496,56506,56574,56627,,56721,56786
3110108,,Sawtelle,3110,108,2,1,4,790,2,48949,"49,283","49,544",49833,50161,50454,50810,51539,51995,52338,52485,52611,52675,52803,52934,53171,53220,53361,53489,53597,53654,53697,53767,53919,54027,54199,54401,55337,55567,55744,55900,56019,56121,56189,56281,56374,56406,56474,56569,57144,57169,57202,47252,57329,,57487,57599
3110109,,Sawtelle,3110,109,2,2,4,935,2,59651,"59,732","59,815",60061,60361,60635,60875,61287,61568,61757,61855,61967,62028,62152,62307,62458,62593,62859,62977,63184,63326,63460,63620,63776,63911,64088,64268,64941,65085,65243,65352,65490,65709,65931,66158,66460,66691,66871,67040,67213,67533,67718,67919,68103,,68508,68676
3110110,,Sawtelle,3110,110,2,1,4,790,2,40886,"41,079","41,271",41446,41628,41799,42042,42488,42740,42941,43033,43127,43174,43269,43379,43483,43600,43702,43818,43943,44092,44250,44410,44563,44684,44876,45019,45758,45948,46118,46182,46246,46289,46297,46305,46314,46395,46474,46569,46654,46816,46852,46897,46993,,47218,47315
3110201,,Sawtelle,3110,201,2,1,4,790,2,60413,"60,427","60,864",61162,61429,61691,61949,62405,62709,62931,63043,63197,63264,63387,63517,63670,63803,63918,64084,64262,64315,64344,64372,64403,64445,64507,64575,64811,64890,64961,65012,65053,65089,65131,65166,65192,65219,65226,65251,65286,65363,65398,65435,65471,,65550,65600
3110202,101,Sawtelle,3110,202,2,2,4,935,2,65524,"65,840","65,934",66222,66883,67451,67976,68818,69536,69973,70245,70512,70647,70939,71262,71528,71650,71926,72204,72516,72840,73091,73235,73618,73934,74361,74686,76191,76577,76820,77082,77324,77615,77884,78041,78078,78099,78121,78142,78214,78388,78445,78535,78616,,78806,78885
3110203,129,Sawtelle,3110,203,2,1,4,790,2,52556,"52,857","52,967",53107,53291,53487,53795,54694,54969,55189,55274,55344,55377,55444,55511,55580,55625,55659,55698,55745,55801,55858,55934,56015,56091,56227,56376,57270,57430,57562,57643,57707,57774,57841,57910,58047,58188,58242,58276,58317,58409,58451,58501,58548,,58641,58690
3110204,,Sawtelle,3110,204,2,2,4,935,2,59591,"59,823","60,160",60400,60723,60976,61274,61714,62044,62252,62351,62450,62502,62602,62704,62797,62900,62999,63095,63201,63298,63408,63511,63611,63695,63838,63975,64607,64757,64883,64964,65034,65106,65176,65240,65335,65409,65477,65557,65619,65742,65793,65857,65927,,66085,66161
3110205,,Sawtelle,3110,205,2,2,4,890,2,56489,"56,675","56,858",56992,57134,57247,57348,57560,57727,57830,57885,57941,57972,58029,58086,58122,58168,58222,58276,58342,58399,58435,58471,58512,58556,58659,58745,59027,59083,59147,59191,59243,59298,59352,59388,59400,59478,59699,59884,60070,60389,60532,60688,60831,,61120,61194
3110206,,Sawtelle,3110,206,2,2,4,935,2,47569,"47,754","47,967",48133,48298,48454,48601,48932,49152,49292,49352,49427,49465,49521,49590,49668,49750,49832,49909,49989,50069,50156,50243,50334,50418,50540,50666,51112,51224,51331,51403,51455,51517,51571,51628,51688,51746,51802,51855,51906,52026,52059,52116,52155,,52259,52312
3110207,,Sawtelle,3110,207,2,2,4,890,2,50588,"50,751","50,991",51182,51356,51685,52093,52861,53345,53678,53893,54103,54175,54375,54603,54779,54937,55117,55300,55491,55752,55972,56112,56335,56546,56800,57005,58044,58207,58566,58737,58887,59004,59179,59370,59657,59766,59953,60129,60236,60466,60527,60684,60848,,61177,61300
3110208,,Sawtelle,3110,208,2,1,4,790,2,46571,"46,788","47,092",47328,47530,47735,47990,48542,48961,49235,49364,49456,49500,49598,49688,49792,49907,50012,50142,50293,50468,50636,50804,50958,51071,51247,51442,52406,52624,52832,52952,53063,53179,53308,53581,53876,54115,54312,54482,54689,55106,55303,55485,55629,,55920,56054
3110209,,Sawtelle,3110,209,2,2,4,935,2,52116,"52,429","52,941",53383,53812,54073,54315,54797,55153,55319,55378,55439,55474,55538,55609,55684,55752,55806,55872,55946,56001,56044,56075,56109,56179,56326,56484,56961,57107,57275,57390,57489,57590,57691,57790,57914,58014,58125,58227,58329,58417,58450,58498,58526,,58786,58763
3110210,,Sawtelle,3110,210,2,1,4,790,2,44851,"45,039","45,313",45548,45765,45970,46244,46739,47070,47201,47416,47526,47586,47727,47847,47963,48080,48203,48316,48426,48560,48674,48772,48912,49032,49226,49417,50192,50308,50574,50704,50818,50909,51009,51084,51211,51307,51385,51488,51551,51719,51797,51901,52004,,52212,52345
3110301,,Sawtelle,3110,301,2,1,4,790,2,58461,"58,620","58,722",58894,59046,59175,59375,59882,60123,60278,60355,60429,60468,60544,60621,60701,60774,60850,60930,61028,61134,61238,61324,61407,61476,61607,61746,62473,62624,62761,62839,62906,62995,63083,63180,63319,63453,63573,63675,63805,64045,64128,64207,64292,,64500,64629
3110302,102,Sawtelle,3110,302,2,2,4,935,2,64890,"65,245","65,443",65687,65928,66148,66388,66919,67268,67490,67608,67742,67789,67908,67995,68070,68178,68307,68468,68635,68853,69092,69364,69610,69816,70101,70400,71786,72101,72309,72365,72435,72511,72587,72665,72790,72918,73012,73176,73341,73668,73791,73971,74149,,74580,74653
3110303,,Sawtelle,3110,303,2,2,4,935,2,50660,"50,854","51,032",51210,51401,51644,51992,52872,53553,53690,53826,53955,54022,54170,54316,54471,54588,54662,54880,54948,55052,55156,55274,55383,55459,55573,55694,56292,56426,56524,56610,56694,56785,56879,56961,57037,57095,57153,57210,57270,57350,57403,57470,57583,,57852,57992
3110304,133,Sawtelle,3110,304,2,2,4,890,2,48430,"48,678","48,893",49100,49380,49612,49853,50406,50748,51001,51102,51196,51239,51339,51433,51543,51622,51727,51865,52096,52265,52457,52652,52794,52925,53109,53276,53958,54133,54300,54400,54559,54729,54910,55109,55235,55311,55438,55487,55558,55597,55619,55646,55665,,55706,55717
3110305,,Sawtelle,3110,305,2,2,4,935,2,57523,"57,762","58,050",58228,58410,58598,58814,59246,59505,59601,59627,59652,59665,59721,59813,59999,60063,60138,60106,60170,60218,60270,60387,60534,60647,60798,60946,61612,61761,61899,61983,62087,62211,62287,62368,62500,62621,62703,62803,62936,63167,63242,63343,63426,,63623,63718
3110306,,Sawtelle,3110,306,2,2,4,890,2,52119,"52,226","52,377",52475,52588,52706,52894,53175,53395,53503,53562,53613,53644,53700,53748,53818,53897,54040,54210,54432,54649,54834,55046,55191,55309,55485,55742,56325,56468,56607,56703,56788,56891,56995,57105,57273,57311,57387,57406,57459,57728,57895,57889,57967,,58122,58223
3110307,,Sawtelle,3110,307,2,2,4,935,2,64322,"64,578","65,024",65299,65570,65803,66163,66996,67510,67826,67961,68086,68154,68275,68423,68567,68725,68918,69128,69421,69741,70029,70285,70518,70686,70929,71179,72187,72405,72579,72691,72817,72950,73108,73231,73409,73470,73548,73604,73696,73857,73928,73993,74062,,74187,74267
3110308,,Sawtelle,3110,308,2,1,4,790,2,43203,"43,516","43,601",43975,44101,44378,44666,45252,45637,45851,45946,46054,46099,46103,46304,46445,46612,46615,46750,46881,47045,47228,47372,47501,47596,47728,47836,48447,48594,48713,48780,48864,48957,49048,49153,49305,49547,49699,49808,49941,50217,50307,50305,50475,,50598,50698
3120101,,Sawtelle,3120,101,2,2,4,935,2,55548,"55,797","56,098",56346,56619,56839,57085,57633,57988,58240,58353,58449,58508,58617,58727,58837,58951,59066,59182,59306,59423,59538,59657,59792,59908,60080,60258,60978,61155,61304,61407,61509,61597,61662,61750,61888,62000,62107,62207,62312,62472,62548,62647,62745,,62942,63024
3120102,,Sawtelle,3120,102,2,1,4,845,2,42021,"42,166","42,263",42319,42412,42506,42615,42813,42957,43067,43117,43162,43184,43229,43271,43310,43355,43409,43468,43504,43569,43610,43658,43713,43784,43835,43924,44375,44492,44586,44639,44681,44718,44758,44807,44822,44845,44864,44877,44891,44992,45032,45078,45133,,45260,45351
3120103,103,Sawtelle,3120,103,2,1,4,845,2,44884,"44,937","45,004",45111,45238,45351,45501,45757,45975,46082,46141,46194,46227,46285,46331,46395,46450,46503,46533,46573,46605,46664,46715,46798,46869,46984,47087,47432,47532,47610,47671,47718,47770,47812,47864,47892,47927,47937,47946,47961,47986,48016,48073,48121,,48194,48231
3120201,,Sawtelle,3120,201,2,2,4,935,2,64733,"65,127","65,564",65886,66117,66411,66798,67600,68027,68354,68520,68669,68734,68853,68997,69138,69254,69385,69529,69678,69800,69958,70071,70195,70306,70472,70646,71529,71737,71933,72045,72151,72191,72219,72239,72344,72363,72382,72434,72537,72767,72850,72944,73038,,73231,73363
3120202,,Sawtelle,3120,202,2,1,4,845,2,55193,"55,581","56,171",56716,57104,57514,57955,58714,58922,58991,59053,59113,59142,59201,59274,59337,59406,59489,59549,59593,59685,59746,59801,59859,59974,60011,60103,60408,60482,60550,60614,60665,60713,60759,60813,60877,60926,60971,61014,61059,61125,61157,61206,61253,,61343,61373
3120203,,Sawtelle,3120,203,2,2,4,935,2,54668,"54,864","55,172",55441,55648,55851,56147,56855,57394,57623,57744,57835,57878,57971,58063,58176,58291,58342,58376,58538,58577,58647,58852,59095,59194,59246,59418,60412,60620,60795,60920,61032,61171,61326,61476,61700,61881,62026,62069,62107,62189,62288,62408,62527,,62812,62998
3120204,,Sawtelle,3120,204,1,1,3,595,1,35491,"35,640","35,803",35960,36116,36256,36410,36756,36970,37127,37202,37274,37307,37365,37430,37497,37561,37612,37683,37752,37807,37865,37917,37985,38051,38142,38246,38597,38692,38788,38830,38882,38928,38982,39035,39096,39137,39180,39232,39288,39362,39386,39432,39484,,39591,39661
3120205,,Sawtelle,3120,205,1,1,3,595,1,34488,"34,583","34,659",34723,34875,35061,35276,35651,35880,36024,36120,36182,36222,36304,36391,36489,36581,36642,36723,36812,36929,36993,37108,37223,37305,37423,37531,37720,37777,37849,37903,37943,37989,38038,38083,38167,38241,38299,38333,38382,38471,38493,38535,38579,,38672,38725
3120206,,Sawtelle,3120,206,2,2,4,935,2,58461,"58,691","58,972",59287,59574,59827,60227,61023,61510,61864,62011,62112,62176,62292,62396,62499,62598,62660,62784,62969,63155,63339,63601,63825,64013,64186,64326,64999,65279,65461,65581,65684,65795,65958,66195,66275,66439,66538,66631,66738,66892,66946,67032,67114,,67295,67402
3120207,,Sawtelle,3120,207,2,1,4,845,2,45829,"46,085","46,373",46553,46721,46885,47100,47688,47995,48139,48218,48296,48339,48426,48515,48610,48701,48792,48860,48931,49031,49136,49234,49326,49406,49509,49611,50201,50295,50391,50455,50507,50555,50608,50665,50739,50796,50845,50905,50962,51048,51091,51094,51099,,51148,51169
3120208,,Sawtelle,3120,208,2,2,4,935,2,53586,"53,865","54,376",54842,55186,55356,55583,55980,56336,56572,56618,56652,56669,56703,56739,56789,56944,57157,57391,57647,57946,58274,58558,58791,58978,59264,59473,60457,60686,60868,60900,61147,61315,61451,61584,61790,62000,62180,62348,62525,62882,63033,63242,63449,,63730,63866
3120301,,Sawtelle,3120,301,2,2,4,935,2,58244,"58,609","59,096",59409,59618,59832,60292,61389,61836,62062,62153,62251,62289,62385,62514,62665,62844,62954,63114,63306,63539,63787,63998,64140,64247,64387,64537,65494,65654,65807,65901,65974,66059,66150,66260,66381,66415,66562,66607,66817,67292,67455,67630,67785,,68085,68232
3120302,,Sawtelle,3120,302,2,1,4,845,2,52986,"53,359","53,851",54350,54746,55082,55466,56258,56708,57021,57211,57379,57467,57684,57897,58060,58126,58170,58311,58488,58657,58854,59096,59334,59648,59790,59814,60290,60442,60558,60620,60679,60762,60887,61096,61160,61302,61437,61583,61787,62063,62296,62351,62453,,62652,62869
3120303,,Sawtelle,3120,303,2,2,4,935,2,42265,"42,549","42,650",42864,43480,43909,44341,45026,45446,45820,46006,46210,46288,46524,46792,47075,47260,47549,47855,48142,48484,48840,49186,49517,49769,50081,50338,51175,51426,51705,51911,52139,52329,52539,52781,52919,52940,52955,52970,53026,53180,53208,53374,53527,,53904,54067
3120304,,Sawtelle,3120,304,1,1,3,595,1,37946,"38,084","38,470",38777,39061,39256,39410,39772,39987,40126,40196,40272,40309,40392,40478,40564,40626,40688,40769,40924,41137,41367,41593,41823,41992,42172,42268,42678,42772,42877,42945,43029,43124,43200,43268,43394,43494,43582,43609,43684,43833,43906,44024,44116,,44236,44292
3120305,,Sawtelle,3120,305,1,1,3,595,1,44414,"44,584","44,784",44911,45058,45192,45350,45647,45844,45979,46019,46039,46052,46099,46159,46224,46300,46357,46442,46508,46585,46642,46688,46777,46826,46921,47007,47568,47664,47742,47793,47834,47878,47920,47950,48042,48146,48187,48228,48273,48510,48609,48737,48861,,49075,49226
3120306,104,Sawtelle,3120,306,2,2,4,935,2,60152,"60,335","60,623",60870,61119,61323,61552,62135,62380,62581,62692,62798,62849,62961,63075,63170,63266,63364,63456,63559,63655,63771,63888,63971,64041,64143,64258,64670,64727,64928,65136,65376,65613,65886,66150,66556,66872,67147,67375,67630,68160,68336,68566,68740,,69000,60118
3120307,,Sawtelle,3120,307,2,1,4,845,2,49685,"49,795","49,918",49985,50195,50486,50902,51646,52065,52347,52473,52586,52645,52747,52859,52973,53076,53097,53132,53158,53185,53211,53328,53423,53510,53642,53806,54270,54351,54421,54460,54529,54591,54633,54671,54736,54834,54915,54961,55025,55169,55200,55249,55280,,55304,55387
3120308,,Sawtelle,3120,308,2,2,4,935,2,60465,"60,657","60,977",61194,61406,61576,61783,62220,62526,62740,62824,62905,62940,63009,63078,63148,63230,63310,63389,63489,63597,63657,63770,63951,64138,64362,64518,65273,65439,65625,65757,65876,66035,66180,66334,66587,66730,66950,67095,67257,67607,67710,67866,68023,,68212,68355
3130101,,Sawtelle,3130,101,2,1,4,790,2,45410,"45,583","45,626",45656,45887,46031,46217,46512,46805,46976,47055,47144,47184,47267,47345,47414,47457,47500,47545,47635,47939,48265,48605,48874,49143,49273,49418,51522,51930,52084,52163,52228,52282,52330,52387,52450,52708,52995,53218,53280,53555,53593,53677,53763,,53955,54084
3130102,,Sawtelle,3130,102,2,2,4,935,2,46994,"47,054","47,162",47351,47567,47734,47907,48378,48789,48990,49106,49215,49269,49399,49461,49503,49567,49623,49645,49715,49828,49997,50211,50360,50459,50574,50734,51478,51710,51845,51944,52065,52180,52233,52318,52422,52532,52618,52663,52746,52917,52981,53040,53090,,53178,53225
3130103,,Sawtelle,3130,103,2,1,4,790,2,42387,"42,544","42,757",42780,42840,42913,43040,43287,43451,43561,43617,43669,43693,43747,43799,43856,43917,43976,44033,44094,44152,44223,44283,44359,44427,44528,44639,44963,45171,45287,45361,45413,45461,45507,45555,45617,45657,45698,45733,45740,45819,45869,45946,46029,,46176,46247
3130104,,Sawtelle,3130,104,1,1,3,595,1,50049,"50,312","50,558",50732,50937,51128,51370,51842,52154,52400,52529,52654,52721,52859,53009,53154,53305,53460,53596,53740,53908,54006,54145,54180,54209,54298,54390,54735,54836,54935,55004,55067,55130,55193,55253,55337,55422,55506,55577,55644,55767,55825,55993,55951,,56071,56118
3130105,,Sawtelle,3130,105,1,1,3,595,1,32531,"32,647","32,788",32907,33013,33104,33222,33469,33615,33757,33824,33900,33916,33980,34032,34100,34157,34213,34269,34349,34406,34470,34526,34581,34633,34709,34781,34943,35187,35417,35553,35643,35714,35777,35832,35913,36004,36080,36146,36219,36354,36411,36587,36560,,36721,36865
3130106,,Sawtelle,3130,106,1,1,3,595,1,35257,"35,428","35,675",35951,36074,36140,36230,36434,36542,36590,36626,36661,36682,36730,36783,36836,36898,36965,37027,37108,37186,37256,37330,37407,37441,37567,37704,38108,38197,38291,38360,38413,38481,38543,38607,38699,38753,38815,38887,38942,39055,39116,39195,39269,,39402,39472
3130107,,Sawtelle,3130,107,1,1,3,595,1,42377,"42,543","42,664",42831,43006,43145,43294,43598,43785,43918,43980,44036,44068,44141,44199,44257,44324,44361,44399,44403,44421,44436,44454,44497,44546,44603,44643,44910,44985,45031,45082,45119,45137,45141,45166,45213,45246,45286,45330,45373,45457,45503,45563,45625,,45712,45777
3130108,,Sawtelle,3130,108,2,1,4,790,2,51084,"51,147","51,374",51524,51668,51786,52039,52492,52880,53236,53376,53469,53524,53639,53728,53838,53952,54065,54197,54347,54495,54646,54793,54945,55043,55232,55453,56578,56837,57042,57148,57238,57293,57366,57442,57541,57644,57726,57768,57845,57999,58051,58133,58236,,58473,58638
3130109,105,Sawtelle,3130,109,2,2,4,935,2,51854,"51,997","52,102",52195,52332,52460,52627,52936,53135,53267,53329,53393,53425,53491,53560,53618,53653,53726,53796,53872,53920,53961,54030,54111,54184,54399,54417,54821,54914,54918,54966,55011,55151,55198,55254,55298,55343,55366,55400,55429,55483,55588,55720,55857,,56029,56110
3130110,,Sawtelle,3130,110,2,1,4,790,2,41461,"41,531","41,748",41923,42026,42167,42320,42644,42837,42968,43036,43081,43104,43151,43199,43261,43335,43408,43484,43573,43643,43743,43852,43938,44007,44120,44236,44533,44569,44731,44817,44892,44971,45050,45131,45305,45398,45508,45585,45680,45811,45880,45955,46037,,46183,46256
3130201,,Sawtelle,3130,201,2,1,4,790,2,46213,"46,410","46,689",46958,47109,47225,47508,48150,48473,48674,48775,48875,48924,49048,49167,49282,49394,49500,49618,49762,49932,50106,50246,50393,50504,50667,50823,51399,51539,51673,51761,51848,51927,52008,52087,52226,52345,52445,52530,52636,52810,52866,52933,53002,,53160,53267
3130202,,Sawtelle,3130,202,2,2,4,935,2,56688,"56,981","57,334",57567,57924,58219,58485,59024,59443,59705,59810,59937,60002,60071,60196,60351,60515,60626,60684,60774,60828,60882,60956,61110,61224,61360,61515,62063,62225,62392,62490,62578,62660,62732,62824,62945,63037,63122,63224,63347,63570,63631,63696,63766,,63920,64012
